unit_index,importance
36,0.0005666854599562783
1,0.0005665218554388325
761,0.0005652840824985642
992,0.0005651485099128262
169,0.0005650526128704403
514,0.0005648022686217679
366,0.0005646551280781392
41,0.0005644265940940718
398,0.0005632700532079731
75,0.0005623549296578243
811,0.0005602544357174754
831,0.0005594215244634625
780,0.0005592485984919431
148,0.0005589021036377475
957,0.0005580656367404626
226,0.0005562937630816185
951,0.0005548535918536292
919,0.0005544402166583688
102,0.000553191290724277
925,0.0005529423814808565
915,0.0005526280538723968
859,0.0005525607295286042
394,0.0005521864493999892
897,0.0005514992794604478
104,0.0005511741129539408
294,0.000548829579454443
825,0.000548422360964233
790,0.0005477953572331747
345,0.0005458169080394535
873,0.0005457656762267248
795,0.0005441495197596504
34,0.0005439576982104494
755,0.0005435443490074573
264,0.0005426738542452176
38,0.0005421829629245231
350,0.0005420969954064938
214,0.0005411925705170188
651,0.0005403121314569479
242,0.0005399386851532736
760,0.0005386162061404509
920,0.0005369874771431093
174,0.0005350558827045043
270,0.0005342129553369348
931,0.0005341518361449979
331,0.0005333577034096082
127,0.0005323980437098911
99,0.0005321104898328012
244,0.0005317701007015546
37,0.0005308880705138287
864,0.0005303516194198391
351,0.0005301076124673784
372,0.0005298124764748601
392,0.0005297793292932161
5,0.000529676996513078
705,0.0005295024352086207
655,0.0005277482217288948
197,0.0005277416924919709
177,0.0005274709856046909
899,0.0005270296810775396
10,0.0005269278186207956
878,0.0005267862027083253
809,0.000526175563833804
842,0.000523169866354103
659,0.0005225346538304853
282,0.0005214776486182376
881,0.000521364704947666
286,0.000520563440991433
304,0.0005203529076316256
168,0.0005201267591947277
192,0.0005197754466713191
507,0.0005196432003457118
613,0.000519514798778992
505,0.0005193165728975905
981,0.0005192665136126418
324,0.0005190321626108793
582,0.0005184354158523724
114,0.0005181100426447653
535,0.000517969840338056
709,0.0005174134183592108
352,0.0005170215447568477
868,0.0005169869716141291
578,0.0005162917616113211
50,0.0005162738743832997
872,0.0005138524624808427
860,0.0005137033635744056
250,0.0005128231872976838
804,0.0005127524995477797
145,0.0005126654570743144
771,0.000512437443832423
726,0.0005121812840253593
371,0.0005115327382910775
498,0.0005106286978425964
215,0.0005097062280373551
35,0.0005096152466023346
975,0.0005090069502809724
271,0.000507954670432569
967,0.00050765558551496
839,0.0005069428294749404
222,0.0005045885753379335
235,0.0005045043508087927
347,0.0004990790487319925
980,0.0004990500889232316
325,0.0004981168050846485
330,0.0004980974083883314
9,0.0004979563270469666
329,0.0004972653723233132
246,0.0004967653295279339
159,0.000495306717934397
516,0.000494917381892205
654,0.0004944440980320809
240,0.0004939831041079284
318,0.000493118025240883
342,0.0004927699031962878
520,0.000492656567142544
445,0.0004923514281095053
137,0.0004912818496277428
206,0.0004908283762583923
906,0.000490435703388642
353,0.0004900312507498135
660,0.0004892970627756517
404,0.0004889699571106367
336,0.0004875098668489699
292,0.00048523822601141025
767,0.00048426835812658193
994,0.00048408784071422124
594,0.0004835530469436424
928,0.0004831412367491511
22,0.00048226879562422465
202,0.0004817259583017663
837,0.000481709273211121
649,0.0004806554603311062
556,0.0004796684523967645
876,0.0004791999842235274
16,0.0004740305184903352
221,0.0004737723416132255
290,0.00047376359802947645
109,0.00047028567249782574
218,0.0004694114413366919
58,0.0004689838380846716
786,0.0004685260488339741
431,0.0004684389883271125
23,0.00046831041327408536
481,0.00046751327284591515
773,0.00046640368969070716
183,0.00046585916781124656
393,0.00046492855121580887
439,0.0004634290748548678
295,0.0004632712491173192
451,0.00046274516348429894
6,0.00046092392547058224
537,0.0004608341030332458
950,0.00046045668948132163
176,0.00046024503175316723
603,0.00045986214223936857
333,0.0004591679648220297
340,0.00045837339539480694
230,0.00045728355349556455
316,0.00045328440712353565
101,0.0004531669109280128
349,0.00044883799180317225
550,0.0004470726319001666
46,0.0004449669794104386
713,0.0004425275217570121
549,0.0004399836994650726
508,0.0004373038131696539
233,0.0004365572770424292
531,0.00043530599645232276
49,0.00043517436281223444
673,0.00043162702951843074
232,0.00043048406742510166
922,0.0004283610146853585
779,0.00042363552752044834
926,0.0004163224731179689
280,0.0004109099932553173
901,0.0004042770683787606
526,0.00039961686248660193
923,0.0003995035538678744
553,0.0003937000903672292
848,0.0003930569164774553
647,0.0003869287742467518
509,0.0003867132633534224
248,0.0003866820881048604
20,0.0003817938854348121
269,0.00037812436579443275
454,0.0003692169097156093
624,0.0003543540523334649
762,0.0003290864408434826
527,0.0003212286685711595
